Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
car accident lawyer,0.83,450000,-,450000,550000,450000,368000,450000,368000,368000,368000,368000,368000,246000,-,-,$29.00,-,368000
car accident lawyers,0.84,450000,-,450000,550000,368000,368000,368000,301000,368000,368000,368000,301000,246000,-,-,$29.62,-,368000
car accidents lawyers,0.81,74000,-,49500,60500,74000,60500,74000,60500,60500,60500,60500,49500,40500,-,-,$32.67,-,60500
car accidents lawyer,0.8,90500,-,74000,90500,90500,74000,90500,74000,90500,74000,90500,60500,49500,-,-,$13.56,-,74000
atlanta car accident lawyer,0.85,12100,-,12100,22200,33100,14800,9900,6600,6600,6600,5400,5400,3600,-,-,$42.34,-,9900
car accident injury lawyer,0.8,1600,-,1900,1000,1300,1300,1300,1000,1900,1000,1000,720,720,-,-,$31.55,-,1000
los angeles car accident lawyer,0.8,12100,-,14800,9900,8100,8100,9900,9900,9900,9900,9900,12100,9900,-,-,$55.52,-,9900
new york car accident lawyer,0.88,9900,-,8100,8100,8100,8100,6600,8100,8100,8100,8100,9900,8100,-,-,$31.49,-,8100
auto accident lawyer,0.83,450000,-,450000,550000,450000,368000,450000,368000,368000,368000,368000,368000,246000,-,-,$28.76,-,368000
accident lawyer,0.78,165000,-,165000,246000,165000,135000,165000,135000,135000,135000,135000,110000,90500,-,-,$27.05,-,135000
car accident attorney,0.8,90500,-,74000,90500,90500,74000,90500,74000,74000,74000,74000,60500,49500,-,-,$30.76,-,74000
san diego car accident lawyer,0.74,6600,-,5400,5400,6600,5400,9900,8100,6600,5400,8100,8100,4400,-,-,$22.21,-,6600
accident lawyers,0.82,60500,-,49500,60500,74000,60500,60500,49500,49500,49500,49500,49500,40500,-,-,$29.98,-,49500
automobile accident lawyer,0.84,550000,-,550000,673000,550000,450000,450000,450000,450000,450000,450000,368000,301000,-,-,$35.62,-,450000
auto accident lawyers,0.84,450000,-,450000,550000,450000,450000,450000,368000,368000,368000,368000,368000,301000,-,-,$37.03,-,368000
car accident attorneys,0.84,450000,-,450000,550000,368000,368000,368000,301000,368000,368000,368000,301000,246000,-,-,$28.20,-,368000
boston car accident lawyer,0.9,2900,-,2900,2400,2900,2400,2400,2400,2400,2900,2900,2400,2400,-,-,$30.01,-,2400
motor vehicle accident lawyer,0.83,450000,-,368000,450000,368000,368000,368000,301000,368000,368000,368000,301000,246000,-,-,$24.56,-,368000
orlando car accident lawyer,0.85,3600,-,3600,3600,2900,2400,2900,2900,3600,3600,3600,3600,2900,-,-,$34.28,-,2900
truck accident lawyer,0.84,368000,-,368000,450000,368000,301000,301000,301000,301000,301000,301000,301000,246000,-,-,$26.05,-,301000
auto accident injury lawyer,0.73,880,-,1000,590,480,480,480,2900,720,1900,480,390,390,-,-,$40.58,-,880
motorcycle accident lawyer,0.84,368000,-,368000,450000,301000,301000,301000,246000,246000,301000,301000,246000,201000,-,-,$36.87,-,301000
automobile accident lawyers,0.84,550000,-,450000,550000,450000,450000,450000,368000,368000,368000,368000,368000,301000,-,-,$35.83,-,450000
accident injury lawyer,0.73,8100,-,8100,8100,9900,6600,5400,8100,6600,6600,6600,5400,4400,-,-,$39.63,-,6600
vehicle accident lawyer,0.79,5400,-,2400,2400,2400,3600,4400,4400,5400,6600,5400,4400,3600,-,-,$38.17,-,4400
car accident injury lawyers,0.8,1600,-,1900,1000,1300,1300,1300,1000,2400,1000,1300,720,720,-,-,$0.05,-,1300
orange county car accident lawyer,0.83,2900,-,5400,4400,2900,5400,2400,2400,2400,1900,2400,1900,1900,-,-,$33.09,-,2900
auto accidents lawyers,0.83,60500,-,60500,90500,74000,60500,60500,49500,49500,49500,49500,40500,33100,-,-,$41.18,-,49500
car accident lawyer los angeles,0.8,14800,-,18100,12100,9900,9900,12100,12100,12100,12100,12100,12100,9900,-,-,$0.00,-,12100
chicago car accident lawyer,0.9,6600,-,6600,5400,5400,6600,6600,6600,6600,5400,5400,5400,4400,-,-,$39.97,-,5400
car accident law firm,0.84,450000,-,450000,550000,450000,368000,368000,368000,368000,368000,368000,368000,246000,-,-,$17.88,-,368000
car accident lawyer brooklyn,0.85,1600,-,1900,1900,1300,1600,1900,1900,1600,1300,1300,1600,880,-,-,$41.18,-,1600
construction accident lawyer,0.75,8100,-,6600,18100,5400,5400,5400,5400,4400,5400,5400,5400,4400,-,-,$22.47,-,6600
car accident injury attorney,0.8,1600,-,1900,1000,1300,1300,1300,1000,2400,1000,1300,720,720,-,-,$0.05,-,1300
bronx car accident lawyer,0.87,1900,-,1600,1300,1300,1600,1300,1600,1000,1600,1000,1300,1000,-,-,$29.50,-,1300
vehicle accident lawyers,0.79,5400,-,2900,2900,2900,4400,4400,5400,6600,6600,5400,5400,3600,-,-,$27.19,-,4400
lawyer car accident,0.78,40500,-,33100,33100,40500,33100,40500,40500,40500,40500,40500,33100,22200,-,-,$0.00,-,33100
car accidents attorneys,0.81,110000,-,90500,110000,110000,90500,110000,90500,90500,90500,90500,74000,60500,-,-,$24.81,-,90500
auto accidents lawyer,0.83,60500,-,60500,90500,74000,49500,49500,49500,49500,40500,40500,40500,27100,-,-,$16.11,-,49500
truck accident lawyers,0.8,33100,-,27100,40500,40500,33100,40500,27100,40500,33100,33100,22200,22200,-,-,$46.76,-,33100
car accidents attorney,0.8,90500,-,74000,90500,90500,74000,90500,74000,74000,74000,74000,60500,49500,-,-,$25.77,-,74000
car accident,0.2,1220000,-,823000,1000000,1000000,1000000,823000,823000,823000,823000,823000,823000,673000,-,-,$8.48,-,823000
car accident law,0.56,5400,-,4400,6600,8100,4400,4400,4400,4400,5400,4400,3600,3600,-,-,$14.13,-,4400
car accident settlement,0.58,9900,-,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,-,-,$7.61,-,8100
car accidents,0.2,1500000,-,1000000,1220000,1220000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,823000,-,-,$2.38,-,1000000
pedestrian accident lawyer,0.84,368000,-,368000,450000,301000,301000,301000,246000,301000,301000,301000,246000,201000,-,-,$26.76,-,301000
boating accident lawyer,0.84,368000,-,368000,450000,368000,368000,368000,301000,301000,301000,301000,301000,246000,-,-,$19.29,-,368000
bicycle accident lawyer,0.71,5400,-,4400,6600,5400,3600,4400,4400,5400,5400,5400,4400,2900,-,-,$24.68,-,4400
accident injury lawyers,0.73,6600,-,5400,6600,8100,5400,4400,6600,5400,5400,4400,3600,2900,-,-,$44.61,-,5400
car accident injury,0.56,14800,-,8100,8100,9900,9900,9900,9900,9900,9900,8100,8100,8100,-,-,$19.95,-,9900
car accident lawsuit,0.63,3600,-,3600,3600,4400,4400,4400,2900,2900,2400,2400,2400,1600,-,-,$5.58,-,2900
attorney car accident,0.79,74000,-,60500,90500,74000,60500,74000,60500,74000,60500,74000,49500,40500,-,-,$0.00,-,60500
attorney for car accident,0.81,33100,-,33100,49500,33100,27100,33100,22200,27100,27100,27100,22200,18100,-,-,$0.05,-,27100
seattle car accident lawyer,0.85,4400,-,6600,5400,4400,4400,5400,3600,3600,4400,4400,3600,2900,-,-,$13.07,-,4400
houston car accident lawyer,0.85,8100,-,8100,6600,6600,6600,8100,6600,8100,8100,8100,5400,5400,-,-,$22.57,-,6600
auto accident injury lawyers,0.74,1000,-,1000,590,480,590,480,2900,720,1900,590,390,390,-,-,$0.05,-,880
motor vehicle accident lawyers,0.84,450000,-,450000,550000,368000,368000,368000,301000,368000,368000,368000,301000,246000,-,-,$17.29,-,368000
car accident injuries,0.52,18100,-,12100,12100,12100,12100,12100,12100,12100,12100,9900,12100,9900,-,-,$5.79,-,12100
miami car accident lawyer,0.88,4400,-,3600,4400,3600,3600,4400,3600,3600,4400,4400,4400,3600,-,-,$21.29,-,3600
personal injury car accident,0.5,2400,-,1000,880,1300,1600,1600,1600,1900,1600,1300,2400,1900,-,-,$18.32,-,1600
car accident claim,0.39,12100,-,4400,3600,4400,3600,2900,2900,2900,2400,2900,2900,2400,-,-,$27.81,-,2900
denver car accident lawyer,0.87,4400,-,5400,6600,4400,3600,3600,3600,2900,2900,2400,2900,1900,-,-,$0.00,-,3600
atlanta car accident lawyers,0.88,9900,-,9900,18100,27100,12100,8100,6600,5400,5400,4400,5400,3600,-,-,$0.00,-,9900
traffic accident lawyer,0.83,1000,-,720,720,590,720,590,590,720,480,590,590,390,-,-,$26.14,-,590
trucking accident lawyer,0.83,450000,-,450000,673000,450000,450000,450000,368000,368000,368000,368000,368000,301000,-,-,$21.43,-,450000
motorcycle accident lawyers,0.85,368000,-,368000,450000,301000,301000,301000,246000,246000,301000,301000,301000,201000,-,-,$30.86,-,301000
car accident claims,0.41,18100,-,5400,5400,6600,5400,5400,4400,4400,4400,4400,4400,3600,-,-,$28.22,-,4400
car accident injury claim,0.52,2400,-,1000,880,1000,720,590,590,590,590,590,720,480,-,-,$42.21,-,720
dallas car accident lawyer,0.92,6600,-,5400,6600,8100,8100,8100,5400,4400,4400,4400,4400,3600,-,-,$20.20,-,5400
accidents lawyers,0.62,5400,-,2400,2900,3600,2400,2400,2900,1900,2900,2400,27100,1900,-,-,$24.46,-,4400
atlanta car accident attorney,0.88,8100,-,8100,14800,22200,9900,6600,5400,5400,5400,4400,4400,2900,-,-,$42.33,-,8100
car accident legal,0.48,1300,-,590,720,590,590,720,720,590,1900,720,720,1000,-,-,$5.56,-,720
las vegas car accident lawyer,0.83,5400,-,3600,3600,5400,4400,3600,4400,3600,5400,8100,6600,4400,-,-,$36.47,-,5400
personal injury accident lawyer,0.82,1000,-,1000,720,720,880,880,1600,720,1900,590,480,590,-,-,$0.05,-,880
philadelphia car accident lawyer,0.89,3600,-,4400,4400,3600,4400,3600,3600,2900,2900,2900,2900,1900,-,-,$23.26,-,3600
car accident settlements,0.59,12100,-,8100,9900,9900,9900,9900,9900,9900,9900,9900,9900,8100,-,-,$8.68,-,9900
los angeles car accident attorney,0.8,9900,-,9900,8100,6600,6600,8100,8100,8100,8100,9900,9900,8100,-,-,$60.56,-,8100
los angeles car accident lawyers,0.81,12100,-,12100,9900,8100,8100,9900,9900,9900,9900,9900,9900,8100,-,-,$44.75,-,9900
car accident lawyer denver,0.87,4400,-,6600,6600,5400,4400,4400,4400,3600,3600,2900,3600,2400,-,-,$0.00,-,4400
accident lawyer truck,0.79,33100,-,22200,40500,33100,27100,33100,22200,33100,33100,33100,18100,18100,-,-,$0.00,-,27100
car accident injury claims,0.52,2400,-,1000,880,1000,720,590,590,590,590,590,720,480,-,-,$31.04,-,720
car accident personal injury,0.5,2400,-,1000,880,1300,1600,1600,1600,1900,1600,1300,2400,1900,-,-,$0.00,-,1600
lawyer for car accident,0.78,40500,-,33100,33100,40500,33100,40500,40500,40500,40500,40500,33100,22200,-,-,$0.05,-,33100
new york auto accident lawyer Â ,0.87,9900,-,8100,8100,8100,8100,6600,8100,8100,8100,8100,9900,8100,-,-,$31.28,-,8100
car accident compensation,0.48,6600,-,1600,1000,1600,1000,1000,1000,880,1600,880,880,720,-,-,$32.68,-,1000
car accident law firms,0.81,110000,-,74000,110000,110000,90500,110000,90500,90500,90500,90500,74000,60500,-,-,$0.05,-,90500
ny car accident lawyer,0.89,14800,-,14800,22200,12100,12100,12100,12100,9900,12100,9900,12100,9900,-,-,$42.48,-,12100
atlanta auto accident lawyer,0.85,12100,-,12100,22200,33100,18100,9900,6600,6600,6600,5400,5400,3600,-,-,$34.52,-,12100
tampa car accident lawyer,0.87,3600,-,3600,3600,4400,3600,3600,3600,2900,2900,2900,2400,1900,-,-,$57.66,-,2900
car accident injury settlement,0.59,720,-,720,590,720,590,720,590,590,480,480,480,390,-,-,$7.19,-,590
new york car accident lawyers,0.89,9900,-,9900,8100,8100,8100,8100,9900,8100,9900,8100,9900,8100,-,-,$19.36,-,8100
car accident lawyers new york,0.89,9900,-,9900,8100,8100,8100,8100,9900,8100,9900,8100,9900,8100,-,-,$0.00,-,8100
new york car accident attorney,0.88,8100,-,8100,6600,6600,6600,6600,8100,6600,6600,6600,8100,6600,-,-,$25.70,-,6600
train accident lawyer,0.63,1600,-,1600,1900,1600,1600,1300,1300,1000,1600,1000,1300,720,-,-,$35.39,-,1300
accidents lawyer,0.67,3600,-,2900,4400,6600,2900,3600,5400,3600,3600,2900,2900,1900,-,-,$24.52,-,3600
car accident lawsuits,0.63,3600,-,3600,3600,4400,5400,5400,3600,3600,2400,2400,2900,1900,-,-,$7.88,-,3600
bus accident lawyer,0.74,1600,-,1300,1600,1300,1300,1900,1600,1900,2400,1600,1300,880,-,-,$22.89,-,1600
chicago car accident lawyers,0.91,6600,-,6600,5400,5400,4400,5400,5400,6600,5400,5400,5400,4400,-,-,$44.02,-,5400
denver car accident lawyers,0.87,3600,-,4400,5400,4400,3600,2900,3600,2900,2900,2400,2900,1900,-,-,$56.32,-,3600
los angeles auto accident lawyer,0.8,4400,-,8100,4400,2900,2900,5400,4400,3600,3600,3600,3600,2400,-,-,$50.30,-,3600
accident car lawyer new york,0.85,1300,-,1000,1000,1300,1000,880,1000,1000,1000,880,1000,720,-,-,$0.00,-,1000
ny car accident lawyers,0.89,18100,-,18100,22200,12100,12100,12100,14800,12100,12100,12100,14800,9900,-,-,$23.64,-,14800
car accident lawyer new york,0.86,8100,-,8100,6600,6600,6600,6600,8100,6600,6600,6600,8100,6600,-,-,$0.00,-,6600
car accident solicitor,0.73,880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$42.30,-,36
san diego auto accident lawyer,0.71,2900,-,2400,2400,2900,2400,3600,3600,1900,2400,3600,2900,1600,-,-,$28.14,-,2400
car crash lawyer,0.8,90500,-,90500,110000,110000,90500,90500,90500,90500,90500,90500,74000,49500,-,-,$25.52,-,90500
oakland car accident lawyer,0.9,1300,-,1000,1300,1300,1600,1300,1000,880,1000,1300,1000,720,-,-,$47.61,-,1000
houston car accident lawyers,0.86,6600,-,6600,6600,5400,5400,6600,6600,6600,6600,6600,5400,4400,-,-,$35.05,-,6600
sacramento car accident lawyer,0.86,4400,-,3600,5400,6600,5400,3600,2400,3600,3600,3600,4400,2900,-,-,$37.54,-,4400
car accident lawyer chicago,0.9,6600,-,6600,5400,5400,6600,6600,6600,6600,5400,5400,5400,4400,-,-,$0.00,-,5400
columbus car accident lawyer,0.6,8100,-,2400,2400,5400,9900,12100,6600,8100,6600,8100,3600,4400,-,-,$27.21,-,6600
car wreck lawyer,0.81,165000,-,135000,201000,165000,135000,135000,135000,135000,135000,135000,110000,74000,-,-,$20.81,-,135000
cincinnati car accident lawyer,0.85,720,-,1000,720,590,480,590,720,880,720,720,590,390,-,-,$0.00,-,590
denver car accident attorney,0.87,2900,-,3600,4400,3600,2900,2400,2900,2400,2400,1900,2400,1600,-,-,$18.22,-,2900
car injury lawyer,0.71,3600,-,3600,2400,2400,2400,2400,2400,2900,2900,6600,2900,2900,-,-,$0.05,-,2900
car crash lawyers,0.81,110000,-,90500,110000,110000,90500,110000,90500,90500,90500,90500,74000,60500,-,-,$28.10,-,90500
car accident lawyer ny,0.89,14800,-,14800,22200,12100,9900,12100,12100,9900,9900,9900,12100,9900,-,-,$0.00,-,12100
cincinnati car accident lawyers,0.85,720,-,1000,590,590,480,590,720,720,720,590,590,390,-,-,$20.89,-,590
car accident lawyer tampa,0.88,3600,-,4400,4400,4400,3600,3600,3600,3600,2900,3600,2900,2400,-,-,$0.00,-,3600
savannah car accident lawyer,0.71,6600,-,1300,2400,6600,9900,9900,6600,8100,8100,6600,2400,2900,-,-,$0.05,-,5400
phoenix car accident lawyer,0.9,2900,-,3600,3600,2400,2400,4400,3600,2400,2400,2400,2900,1900,-,-,$20.97,-,2900
car accident legal advice,0.86,320,-,210,170,140,170,140,170,91,110,170,170,110,-,-,$11.91,-,140
miami car accident lawyers,0.88,4400,-,3600,4400,3600,3600,4400,3600,3600,4400,4400,4400,3600,-,-,$22.20,-,3600
lawyers for car accidents,0.89,880,-,880,880,880,880,880,720,590,590,480,720,590,-,-,$25.44,-,720
car accident lawyers ny,0.89,18100,-,22200,27100,14800,14800,14800,14800,14800,14800,14800,18100,12100,-,-,$0.00,-,18100
orlando car accident lawyers,0.87,3600,-,3600,3600,2900,2400,2400,2400,2900,2900,3600,3600,2400,-,-,$24.75,-,2900
ga car accident lawyer,0.78,22200,-,12100,33100,40500,27100,27100,14800,18100,18100,18100,8100,8100,-,-,$0.05,-,18100
car accident lawyer san diego,0.75,8100,-,6600,6600,8100,6600,9900,9900,6600,6600,9900,9900,5400,-,-,$0.00,-,8100
austin car accident lawyer,0.85,2900,-,2400,2400,1900,2400,2400,2400,2900,2900,2900,2400,1900,-,-,$0.05,-,2400
personal injury lawyer,0.85,301000,-,301000,301000,246000,246000,246000,246000,246000,246000,246000,246000,165000,-,-,$21.43,-,246000
savannah georgia car accident lawyer,0.74,3600,-,720,1600,2900,4400,5400,3600,4400,3600,3600,1300,1900,-,-,$0.05,-,2900
personal injury attorney,0.85,301000,-,301000,368000,246000,246000,246000,201000,201000,201000,246000,201000,165000,-,-,$26.77,-,246000
jacksonville car accident lawyer,0.82,1300,-,1600,1600,1300,1000,1300,1300,1000,1300,1300,1600,1000,-,-,$20.91,-,1300
accident lawyer new york,0.68,9900,-,6600,6600,8100,6600,5400,8100,8100,9900,8100,12100,8100,-,-,$30.97,-,8100
sacramento auto accident lawyer,0.87,4400,-,3600,6600,8100,6600,3600,2900,3600,3600,4400,5400,2900,-,-,$34.40,-,4400
truck accidents lawyer,0.79,33100,-,22200,40500,33100,33100,33100,27100,33100,33100,33100,18100,18100,-,-,$20.12,-,27100
augusta car accident lawyer,0.72,4400,-,1000,2400,6600,6600,5400,3600,4400,4400,3600,1600,1900,-,-,$0.05,-,3600
car wreck lawyers,0.81,110000,-,90500,110000,110000,90500,110000,90500,90500,90500,90500,74000,60500,-,-,$24.77,-,90500
injury lawyer,0.83,301000,-,301000,301000,301000,246000,246000,246000,246000,246000,246000,246000,201000,-,-,$22.32,-,246000
washington car accident lawyer,0.79,2900,-,2900,2900,2400,1900,3600,1900,1900,2400,2900,2900,1900,-,-,$28.66,-,2400
macon car accident lawyer,0.71,4400,-,1900,1600,2900,4400,5400,2400,5400,5400,6600,1600,2400,-,-,$0.05,-,3600
car accident lawyer dallas,0.92,6600,-,6600,8100,9900,9900,9900,5400,4400,5400,5400,5400,3600,-,-,$0.00,-,6600
personal injury attorneys,0.85,301000,-,368000,368000,301000,301000,301000,246000,246000,246000,246000,246000,201000,-,-,$28.03,-,301000
lawyers car accident,0.81,60500,-,40500,49500,60500,49500,60500,49500,49500,49500,49500,40500,33100,-,-,$0.00,-,49500
accident attorney,0.77,135000,-,135000,165000,135000,135000,135000,110000,110000,110000,110000,90500,74000,-,-,$29.21,-,110000
car injury lawyers,0.7,2900,-,2400,1900,1900,1900,1900,1900,2400,2400,5400,2400,1600,-,-,$0.05,-,2400
injury attorney,0.82,165000,-,201000,201000,165000,165000,165000,135000,165000,165000,165000,135000,110000,-,-,$25.08,-,165000
